Name,Year,Made,Condition,Price of car,LATITUDE of car,LONGITUDE of car
Dodge Ram Pickup 2015,2005,Mexico,Used,20227,+34.124591,-117.274418
Dodge Ram Pickup 2016,2005,Mexico,Used,4440,+34.132199,-117.258752
Dodge Ram Pickup 2017,2005,Mexico,Used,7306,+34.131797,-117.248151
Dodge Ram Pickup 2018,2005,Mexico,Used,15294,+34.125079,-117.247384
Dodge Ram Pickup 2019,2005,Mexico,Used,17894,+34.125117,-117.255734
Dodge Ram Pickup 2020,2005,Mexico,Used,16765,+34.125160,-117.262103
Dodge Ram Pickup 2021,2005,Mexico,Used,3715,+34.124053,-117.26759
Dodge Ram Pickup 2022,2005,Mexico,Used,5621,+34.119914,-117.27585
Dodge Ram Pickup 2023,2005,Mexico,Used,3318,+34.117270,-117.269469
Dodge Ram Pickup 2024,2005,Mexico,Used,4494,+34.118401,-117.250574
Dodge Ram Pickup 2025,2005,Mexico,Used,3017,+34.112900,-117.250206
Dodge Ram Pickup 2026,2005,Mexico,Used,12452,+34.107340,-117.254272
Dodge Ram Pickup 2027,2005,Mexico,Used,2785,+34.100681,-117.264211
Dodge Ram Pickup 2028,2005,Mexico,Used,8080,+34.106888,-117.26662
Dodge Ram Pickup 2029,2005,Mexico,Used,3476,+34.102607,-117.273567
Dodge Ram Pickup 2030,2005,Mexico,Used,15277,+34.075960,-117.335523
Dodge Ram Pickup 2031,2005,Mexico,Used,6475,+34.071275,-117.340062
Dodge Ram Pickup 2032,2005,Mexico,Used,11907,+34.071152,-117.331031
Dodge Ram Pickup 2033,2005,Mexico,Used,10114,+34.083053,-117.330795
Dodge Ram Pickup 2034,2005,Mexico,Used,19187,+34.081529,-117.341696
Dodge Ram Pickup 2035,2005,Mexico,Used,10932,+34.088886,-117.337461
Dodge Ram Pickup 2036,2005,Mexico,Used,14146,+34.092047,-117.330295
Dodge Ram Pickup 2037,2005,Mexico,Used,10579,+34.085337,-117.316919
Dodge Ram Pickup 2038,2005,Mexico,Used,8473,+34.088513,-117.324912
Dodge Ram Pickup 2039,2005,Mexico,Used,9618,+34.078738,-117.321837
Dodge Ram Pickup 2040,2005,Mexico,Used,9968,+34.075257,-117.322545
Dodge Ram Pickup 2041,2005,Mexico,Used,9495,+34.077407,-117.316674
Dodge Ram Pickup 2042,2005,Mexico,Used,2497,+34.075662,-117.309257
Dodge Ram Pickup 2043,2005,Mexico,Used,6160,+34.069070,-117.313528
Dodge Ram Pickup 2044,2005,Mexico,Used,19966,+34.081047,-117.31154
Dodge Ram Pickup 2045,2005,Mexico,Used,15278,+34.037931,-117.300427
Dodge Ram Pickup 2046,2005,Mexico,Used,11129,+34.025609,-117.303592
Dodge Ram Pickup 2047,2005,Mexico,Used,7334,+34.030235,-117.308528
Dodge Ram Pickup 2048,2005,Mexico,Used,8996,+34.022728,-117.311699
Dodge Ram Pickup 2049,2005,Mexico,Used,17481,+34.045632,-117.288756
Dodge Ram Pickup 2050,2005,Mexico,Used,15798,+34.027147,-117.283594
Dodge Ram Pickup 2051,2005,Mexico,Used,2141,+34.021160,-117.317871
Dodge Ram Pickup 2052,2005,Mexico,Used,14679,+34.031571,-117.317261
Dodge Ram Pickup 2053,2005,Mexico,Used,9044,+34.028498,-117.317379
Dodge Ram Pickup 2054,2005,Mexico,Used,4179,+34.024670,-117.321288
Dodge Ram Pickup 2055,2005,Mexico,Used,16469,+34.045661,-117.316968
Dodge Ram Pickup 2056,2005,Mexico,Used,6286,+34.037414,-117.324831
Dodge Ram Pickup 2057,2005,Mexico,Used,15507,+34.050389,-117.313023
Dodge Ram Pickup 2058,2005,Mexico,Used,17454,+34.038434,-117.314001
Dodge Ram Pickup 2059,2005,Mexico,Used,12813,+34.037913,-117.309624
Dodge Ram Pickup 2060,2005,Mexico,Used,2022,+34.046795,-117.299863
Dodge Ram Pickup 2061,2005,Mexico,Used,6295,+34.049818,-117.29882
Dodge Ram Pickup 2062,2005,Mexico,Used,15226,+34.052868,-117.293342
Dodge Ram Pickup 2063,2005,Mexico,Used,11393,+34.057074,-117.292687
Dodge Ram Pickup 2064,2005,Mexico,Used,4350,+34.054765,-117.283346
Dodge Ram Pickup 2065,2005,Mexico,Used,13574,+34.067117,-117.254607
Dodge Ram Pickup 2066,2005,Mexico,Used,17350,+34.086046,-117.269077
Dodge Ram Pickup 2067,2005,Mexico,Used,5623,+34.074062,-117.253444
Dodge Ram Pickup 2068,2005,Mexico,Used,17464,+34.070432,-117.248383
Dodge Ram Pickup 2069,2005,Mexico,Used,4844,+34.045795,-117.266261
Dodge Ram Pickup 2070,2005,Mexico,Used,12174,+34.037092,-117.276952
Dodge Ram Pickup 2071,2005,Mexico,Used,14465,+34.040716,-117.225895
Dodge Ram Pickup 2072,2005,Mexico,Used,13895,+34.044425,-117.252387
Dodge Ram Pickup 2073,2005,Mexico,Used,10594,+34.045038,-117.236212
Dodge Ram Pickup 2074,2005,Mexico,Used,4112,+34.040403,-117.237036
Dodge Ram Pickup 2075,2005,Mexico,Used,11505,+34.054864,-117.276444
Dodge Ram Pickup 2076,2005,Mexico,Used,4820,+34.054956,-117.269193
Dodge Ram Pickup 2077,2005,Mexico,Used,11633,+34.050916,-117.261944
Dodge Ram Pickup 2078,2005,Mexico,Used,3886,+34.059668,-117.249452
Dodge Ram Pickup 2079,2005,Mexico,Used,3880,+34.057669,-117.256246
Dodge Ram Pickup 2080,2005,Mexico,Used,10741,+34.051622,-117.249324
Dodge Ram Pickup 2081,2005,Mexico,Used,18583,+34.054839,-117.236903
Dodge Ram Pickup 2082,2005,Mexico,Used,3371,+34.152580,-117.23732
Dodge Ram Pickup 2083,2005,Mexico,Used,18114,+34.139083,-117.230004
Dodge Ram Pickup 2084,2005,Mexico,Used,17967,+34.139121,-117.241035
Dodge Ram Pickup 2085,2005,Mexico,Used,18034,+34.145384,-117.239368
Dodge Ram Pickup 2086,2005,Mexico,Used,16595,+34.145490,-117.231309
Dodge Ram Pickup 2087,2005,Mexico,Used,8922,+34.141440,-117.215508
Dodge Ram Pickup 2088,2005,Mexico,Used,10632,+34.146082,-117.219495
Dodge Ram Pickup 2089,2005,Mexico,Used,18334,+34.142512,-117.204261
Dodge Ram Pickup 2090,2005,Mexico,Used,14208,+34.142402,-117.196168
Dodge Ram Pickup 2091,2005,Mexico,Used,18745,+34.138227,-117.205037
Dodge Ram Pickup 2092,2005,Mexico,Used,20919,+34.133425,-117.240662
Dodge Ram Pickup 2093,2005,Mexico,Used,3767,+34.131841,-117.230601
Dodge Ram Pickup 2094,2005,Mexico,Used,18593,+34.130378,-117.238871
Dodge Ram Pickup 2095,2005,Mexico,Used,7308,+34.126245,-117.237365
Dodge Ram Pickup 2096,2005,Mexico,Used,12627,+34.122508,-117.233386
Dodge Ram Pickup 2097,2005,Mexico,Used,4015,+34.124698,-117.213738
Dodge Ram Pickup 2098,2005,Mexico,Used,12661,+34.124937,-117.221722
Dodge Ram Pickup 2099,2005,Mexico,Used,5012,+34.124853,-117.201767
Dodge Ram Pickup 2100,2005,Mexico,Used,8397,+34.130550,-117.215309
Dodge Ram Pickup 2101,2005,Mexico,Used,15221,+34.132565,-117.201473
Dodge Ram Pickup 2102,2005,Mexico,Used,3481,+34.133840,-117.216559
Dodge Ram Pickup 2103,2005,Mexico,Used,4153,+34.118861,-117.239083
Dodge Ram Pickup 2104,2005,Mexico,Used,3531,+34.115679,-117.229737
Dodge Ram Pickup 2105,2005,Mexico,Used,12856,+34.113088,-117.238592
Dodge Ram Pickup 2106,2005,Mexico,Used,6951,+34.118626,-117.232405
Dodge Ram Pickup 2107,2005,Mexico,Used,19133,+34.110865,-117.221861
Dodge Ram Pickup 2108,2005,Mexico,Used,14683,+34.118963,-117.213618
Dodge Ram Pickup 2109,2005,Mexico,Used,7710,+34.117182,-117.222213
Dodge Ram Pickup 2110,2005,Mexico,Used,9956,+34.114125,-117.213097
Dodge Ram Pickup 2111,2005,Mexico,Used,11744,+34.114763,-117.206634
Dodge Ram Pickup 2112,2005,Mexico,Used,11569,+34.116152,-117.200187
Dodge Ram Pickup 2113,2005,Mexico,Used,2815,+34.063853,-117.22928
Dodge Ram Pickup 2114,2005,Mexico,Used,19782,+34.050646,-117.208943
Dodge Ram Pickup 2115,2005,Mexico,Used,6440,+34.049428,-117.202097
Dodge Ram Pickup 2116,2005,Mexico,Used,20329,+34.126701,-117.193767
Dodge Ram Pickup 2117,2005,Mexico,Used,20002,+34.126599,-117.186478
Dodge Ram Pickup 2118,2005,Mexico,Used,12910,+34.128608,-117.177588
Dodge Ram Pickup 2119,2005,Mexico,Used,15124,+34.125761,-117.163147
Dodge Ram Pickup 2120,2005,Mexico,Used,12226,+34.117998,-117.176347
Dodge Ram Pickup 2121,2005,Mexico,Used,15942,+34.111514,-117.178447
Dodge Ram Pickup 2122,2005,Mexico,Used,10871,+34.117028,-117.187283
Dodge Ram Pickup 2123,2005,Mexico,Used,11480,+34.114885,-117.17022
Dodge Ram Pickup 2124,2005,Mexico,Used,18076,+34.114460,-117.164462
Dodge Ram Pickup 2125,2005,Mexico,Used,19094,+34.112824,-117.147784
Dodge Ram Pickup 2126,2005,Mexico,Used,5367,+34.079192,-117.1781
Dodge Ram Pickup 2127,2005,Mexico,Used,13224,+34.076942,-117.184596
Dodge Ram Pickup 2128,2005,Mexico,Used,6998,+34.078819,-117.186439
Dodge Ram Pickup 2129,2005,Mexico,Used,5803,+34.073453,-117.178463
Dodge Ram Pickup 2130,2005,Mexico,Used,4604,+34.069058,-117.180173
Dodge Ram Pickup 2131,2005,Mexico,Used,11784,+34.068169,-117.176069
Dodge Ram Pickup 2132,2005,Mexico,Used,10028,+34.064645,-117.177516
Dodge Ram Pickup 2133,2005,Mexico,Used,12095,+34.067264,-117.187485
Dodge Ram Pickup 2134,2005,Mexico,Used,6512,+34.063492,-117.18548
Dodge Ram Pickup 2135,2005,Mexico,Used,20996,+34.054956,-117.185198
Dodge Ram Pickup 2136,2005,Mexico,Used,11454,+34.052638,-117.196445
Dodge Ram Pickup 2137,2005,Mexico,Used,4182,+34.050953,-117.175594
Dodge Ram Pickup 2138,2005,Mexico,Used,8433,+34.045149,-117.174432
Dodge Ram Pickup 2139,2005,Mexico,Used,18185,+34.042638,-117.18076
Dodge Ram Pickup 2140,2005,Mexico,Used,16919,+34.050297,-117.184538
Dodge Ram Pickup 2141,2005,Mexico,Used,19716,+34.048935,-117.193438
Dodge Ram Pickup 2142,2005,Mexico,Used,20803,+34.044895,-117.190226
Dodge Ram Pickup 2143,2005,Mexico,Used,17806,+34.046407,-117.210149
Dodge Ram Pickup 2144,2005,Mexico,Used,16843,+34.039778,-117.19887
Dodge Ram Pickup 2145,2005,Mexico,Used,14943,+34.043329,-117.205794
Dodge Ram Pickup 2146,2005,Mexico,Used,15404,+34.038594,-117.184242
Dodge Ram Pickup 2147,2005,Mexico,Used,11272,+34.033920,-117.186864
Dodge Ram Pickup 2148,2005,Mexico,Used,14039,+34.031989,-117.192364
Dodge Ram Pickup 2149,2005,Mexico,Used,4669,+34.080417,-117.166827
Dodge Ram Pickup 2150,2005,Mexico,Used,15953,+34.075394,-117.165992
Dodge Ram Pickup 2151,2005,Mexico,Used,3054,+34.070981,-117.154986
Dodge Ram Pickup 2152,2005,Mexico,Used,13175,+34.071768,-117.168017
Dodge Ram Pickup 2153,2005,Mexico,Used,15728,+34.065321,-117.16576
Dodge Ram Pickup 2154,2005,Mexico,Used,8971,+34.066274,-117.154102
Dodge Ram Pickup 2155,2005,Mexico,Used,10361,+34.066424,-117.14604
Dodge Ram Pickup 2156,2005,Mexico,Used,17153,+34.059091,-117.143818
Dodge Ram Pickup 2157,2005,Mexico,Used,5038,+34.059146,-117.152293
Dodge Ram Pickup 2158,2005,Mexico,Used,11298,+34.050700,-117.161273
Dodge Ram Pickup 2159,2005,Mexico,Used,20755,+34.052376,-117.14653
Dodge Ram Pickup 2160,2005,Mexico,Used,14500,+34.043486,-117.150033
Dodge Ram Pickup 2161,2005,Mexico,Used,15934,+34.051847,-117.16701
Dodge Ram Pickup 2162,2005,Mexico,Used,6972,+34.060868,-117.163103
Dodge Ram Pickup 2163,2005,Mexico,Used,6049,+34.057146,-117.162643
Dodge Ram Pickup 2164,2005,Mexico,Used,14479,+34.020180,-117.142824
Dodge Ram Pickup 2165,2005,Mexico,Used,5380,+34.026660,-117.152979
Dodge Ram Pickup 2166,2005,Mexico,Used,11784,+34.036027,-117.158158
Dodge Ram Pickup 2167,2005,Mexico,Used,19541,+34.031961,-117.171517
Dodge Ram Pickup 2168,2005,Mexico,Used,12790,+34.020671,-117.114882
Dodge Ram Pickup 2169,2005,Mexico,Used,10095,+34.071998,-117.131997
Dodge Ram Pickup 2170,2005,Mexico,Used,15390,+34.058663,-117.135648
Dodge Ram Pickup 2171,2005,Mexico,Used,5249,+34.067953,-117.130453
Dodge Ram Pickup 2172,2005,Mexico,Used,15558,+34.071166,-117.125159
Dodge Ram Pickup 2173,2005,Mexico,Used,14133,+34.069579,-117.114543
Dodge Ram Pickup 2174,2005,Mexico,Used,2605,+34.068127,-117.092098
Dodge Ram Pickup 2175,2005,Mexico,Used,8365,+34.060907,-117.028541
Dodge Ram Pickup 2176,2005,Mexico,Used,19680,+34.023671,-116.97563
Dodge Ram Pickup 2177,2005,Mexico,Used,12625,+34.029739,-117.014917
Dodge Ram Pickup 2178,2005,Mexico,Used,14307,+34.008009,-117.01158
Dodge Ram Pickup 2179,2005,Mexico,Used,5277,+34.017912,-117.076469
Dodge Ram Pickup 2180,2005,Mexico,Used,17575,+34.025256,-117.073015
Dodge Ram Pickup 2181,2005,Mexico,Used,3596,+34.030463,-117.061816
Dodge Ram Pickup 2182,2005,Mexico,Used,15257,+34.020416,-117.061825
Dodge Ram Pickup 2183,2005,Mexico,Used,3834,+34.008521,-117.060989
Dodge Ram Pickup 2184,2005,Mexico,Used,17965,+34.027605,-117.107341
Dodge Ram Pickup 2185,2005,Mexico,Used,3561,+34.029954,-117.079129
Dodge Ram Pickup 2186,2005,Mexico,Used,8179,+34.026679,-117.099232
Dodge Ram Pickup 2187,2005,Mexico,Used,3370,+34.027161,-117.091168
Dodge Ram Pickup 2188,2005,Mexico,Used,17473,+34.059696,-117.040324
Dodge Ram Pickup 2189,2005,Mexico,Used,19562,+34.041005,-117.050252
Dodge Ram Pickup 2190,2005,Mexico,Used,14499,+34.039155,-117.075995
Dodge Ram Pickup 2191,2005,Mexico,Used,10925,+34.034373,-117.118568
Dodge Ram Pickup 2192,2005,Mexico,Used,10590,+34.053078,-117.039273
Dodge Ram Pickup 2193,2005,Mexico,Used,18754,+34.020631,-117.03498
Dodge Ram Pickup 2194,2005,Mexico,Used,6316,+34.007462,-117.030074
Dodge Ram Pickup 2195,2005,Mexico,Used,19731,+34.016529,-117.028663
Dodge Ram Pickup 2196,2005,Mexico,Used,12923,+34.017378,-117.051718
Dodge Ram Pickup 2197,2005,Mexico,Used,12330,+34.008521,-117.052168
Dodge Ram Pickup 2198,2005,Mexico,Used,6515,+34.017713,-117.042591
Dodge Ram Pickup 2199,2005,Mexico,Used,17565,+34.008909,-117.043034
Dodge Ram Pickup 2200,2005,Mexico,Used,17563,+34.023355,-117.042496
Dodge Ram Pickup 2201,2005,Mexico,Used,14631,+34.029349,-117.051697
Dodge Ram Pickup 2202,2005,Mexico,Used,13210,+34.023149,-117.051475
Dodge Ram Pickup 2203,2005,Mexico,Used,2944,+34.037473,-117.030338
Dodge Ram Pickup 2204,2005,Mexico,Used,15981,+34.030303,-117.041335
Dodge Ram Pickup 2205,2005,Mexico,Used,9729,+34.037634,-117.040968
Dodge Ram Pickup 2206,2005,Mexico,Used,13257,+34.030537,-117.031228
Dodge Ram Pickup 2207,2005,Mexico,Used,7307,+35.756580,-117.386782
Dodge Ram Pickup 2208,2005,Mexico,Used,8986,+35.533186,-117.609727
Dodge Ram Pickup 2209,2005,Mexico,Used,16510,+35.789774,-117.367634
Dodge Ram Pickup 2210,2005,Mexico,Used,18085,+34.412909,-117.62308
Dodge Ram Pickup 2211,2005,Mexico,Used,4411,+34.476440,-117.627612
Dodge Ram Pickup 2212,2005,Mexico,Used,12991,+34.444407,-117.621839
Dodge Ram Pickup 2213,2005,Mexico,Used,3363,+34.496466,-117.546014
Dodge Ram Pickup 2214,2005,Mexico,Used,18740,+34.472842,-117.542844
Dodge Ram Pickup 2215,2005,Mexico,Used,18076,+34.452434,-117.538451
Dodge Ram Pickup 2216,2005,Mexico,Used,14181,+34.429870,-117.565215
Dodge Ram Pickup 2217,2005,Mexico,Used,19067,+34.407707,-117.558428
Dodge Ram Pickup 2218,2005,Mexico,Used,15827,+34.410148,-117.513994
Dodge Ram Pickup 2219,2005,Mexico,Used,6084,+34.428912,-117.51393
Dodge Ram Pickup 2220,2005,Mexico,Used,18087,+34.521988,-117.363487
Dodge Ram Pickup 2221,2005,Mexico,Used,7172,+34.545491,-117.34387
Dodge Ram Pickup 2222,2005,Mexico,Used,16817,+34.515182,-117.417455
Dodge Ram Pickup 2223,2005,Mexico,Used,13709,+34.530125,-117.408406
Dodge Ram Pickup 2224,2005,Mexico,Used,5568,+34.523640,-117.427443
Dodge Ram Pickup 2225,2005,Mexico,Used,5422,+34.583855,-117.405338
Dodge Ram Pickup 2226,2005,Mexico,Used,20164,+34.583539,-117.412241
Dodge Ram Pickup 2227,2005,Mexico,Used,6688,+34.588248,-117.419005
Dodge Ram Pickup 2228,2005,Mexico,Used,11334,+34.579938,-117.42142
Dodge Ram Pickup 2229,2005,Mexico,Used,11083,+34.554523,-117.460927
Dodge Ram Pickup 2230,2005,Mexico,Used,9678,+34.597351,-117.566525
Dodge Ram Pickup 2231,2005,Mexico,Used,4795,+34.593988,-117.443136
Dodge Ram Pickup 2232,2005,Mexico,Used,15792,+34.480708,-117.389396
Dodge Ram Pickup 2233,2005,Mexico,Used,19004,+34.493457,-117.383537
Dodge Ram Pickup 2234,2005,Mexico,Used,15733,+34.485725,-117.408431
Dodge Ram Pickup 2235,2005,Mexico,Used,7230,+34.430954,-117.444935
Dodge Ram Pickup 2236,2005,Mexico,Used,13364,+34.404644,-117.456189
Dodge Ram Pickup 2237,2005,Mexico,Used,13296,+34.453916,-117.441726
Dodge Ram Pickup 2238,2005,Mexico,Used,20088,+34.353249,-117.630546
Dodge Ram Pickup 2239,2005,Mexico,Used,5017,+34.361598,-117.638446
Dodge Ram Pickup 2240,2005,Mexico,Used,20244,+34.351860,-117.614977
Dodge Ram Pickup 2241,2005,Mexico,Used,18074,+34.254943,-117.570998
Dodge Ram Pickup 2242,2005,Mexico,Used,9429,+34.252705,-117.499927
Dodge Ram Pickup 2243,2005,Mexico,Used,16422,+34.910245,-117.025091
Dodge Ram Pickup 2244,2005,Mexico,Used,2053,+34.896961,-117.036297
Dodge Ram Pickup 2245,2005,Mexico,Used,15501,+34.898582,-117.015156
Dodge Ram Pickup 2246,2005,Mexico,Used,14125,+34.895696,-117.013956
Dodge Ram Pickup 2247,2005,Mexico,Used,2988,+34.890915,-117.006468
Dodge Ram Pickup 2248,2005,Mexico,Used,14987,+34.889017,-117.012066
Dodge Ram Pickup 2249,2005,Mexico,Used,7640,+34.889662,-117.022794
Dodge Ram Pickup 2250,2005,Mexico,Used,4170,+34.892765,-117.038145
Dodge Ram Pickup 2251,2005,Mexico,Used,11366,+34.453028,-117.240891
Dodge Ram Pickup 2252,2005,Mexico,Used,8592,+34.449467,-117.222531
Dodge Ram Pickup 2253,2005,Mexico,Used,3064,+34.456102,-117.14572
Dodge Ram Pickup 2254,2005,Mexico,Used,15941,+34.426685,-117.150239
Dodge Ram Pickup 2255,2005,Mexico,Used,20323,+34.401628,-117.190819
Dodge Ram Pickup 2256,2005,Mexico,Used,2729,+34.465165,-117.200103
Dodge Ram Pickup 2257,2005,Mexico,Used,17130,+34.453462,-117.19901
Dodge Ram Pickup 2258,2005,Mexico,Used,7961,+34.446296,-117.194056
Dodge Ram Pickup 2259,2005,Mexico,Used,2621,+34.492633,-117.198097
Dodge Ram Pickup 2260,2005,Mexico,Used,12987,+34.479144,-117.204329
Dodge Ram Pickup 2261,2005,Mexico,Used,12984,+34.479496,-117.195876
Dodge Ram Pickup 2262,2005,Mexico,Used,16793,+34.486741,-117.247466
Dodge Ram Pickup 2263,2005,Mexico,Used,8392,+34.492868,-117.227148
Dodge Ram Pickup 2264,2005,Mexico,Used,3334,+34.492670,-117.211484
Dodge Ram Pickup 2265,2005,Mexico,Used,9995,+34.478584,-117.215715
Dodge Ram Pickup 2266,2005,Mexico,Used,5892,+34.491901,-117.184305
Dodge Ram Pickup 2267,2005,Mexico,Used,15485,+34.494255,-117.164313
Dodge Ram Pickup 2268,2005,Mexico,Used,4865,+34.482389,-117.176952
Dodge Ram Pickup 2269,2005,Mexico,Used,17143,+34.476606,-117.173687
Dodge Ram Pickup 2270,2005,Mexico,Used,7360,+34.535450,-117.182179
Dodge Ram Pickup 2271,2005,Mexico,Used,6051,+34.550379,-117.166877
Dodge Ram Pickup 2272,2005,Mexico,Used,20037,+34.511369,-117.183573
Dodge Ram Pickup 2273,2005,Mexico,Used,6205,+34.517423,-117.175064
Dodge Ram Pickup 2274,2005,Mexico,Used,17475,+34.538738,-117.200731
Dodge Ram Pickup 2275,2005,Mexico,Used,13110,+34.524976,-117.202123
Dodge Ram Pickup 2276,2005,Mexico,Used,10114,+34.513866,-117.198918
Dodge Ram Pickup 2277,2005,Mexico,Used,18177,+34.534065,-117.259433
Dodge Ram Pickup 2278,2005,Mexico,Used,11119,+34.529788,-117.242533
Dodge Ram Pickup 2279,2005,Mexico,Used,16241,+34.512857,-117.239151
Dodge Ram Pickup 2280,2005,Mexico,Used,11338,+34.509705,-117.229596
Dodge Ram Pickup 2281,2005,Mexico,Used,19241,+34.507668,-117.213644
Dodge Ram Pickup 2282,2005,Mexico,Used,5421,+34.545151,-117.230745
Dodge Ram Pickup 2283,2005,Mexico,Used,19819,+34.540259,-117.218429
Dodge Ram Pickup 2284,2005,Mexico,Used,2693,+34.533409,-117.21852
Dodge Ram Pickup 2285,2005,Mexico,Used,18978,+34.528895,-117.268132
Dodge Ram Pickup 2286,2005,Mexico,Used,20268,+34.508252,-117.249339
Dodge Ram Pickup 2287,2005,Mexico,Used,14262,+34.530699,-117.296035
Dodge Ram Pickup 2288,2005,Mexico,Used,18275,+34.537721,-117.297049
Dodge Ram Pickup 2289,2005,Mexico,Used,3049,+34.537821,-117.305807
Dodge Ram Pickup 2290,2005,Mexico,Used,14792,+34.532231,-117.30751
Dodge Ram Pickup 2291,2005,Mexico,Used,4692,+34.509768,-117.335623
Dodge Ram Pickup 2292,2005,Mexico,Used,5714,+34.525133,-117.331758
Dodge Ram Pickup 2293,2005,Mexico,Used,6630,+34.515904,-117.342373
Dodge Ram Pickup 2294,2005,Mexico,Used,6481,+34.539168,-117.320991
Dodge Ram Pickup 2295,2005,Mexico,Used,11176,+34.549669,-117.31973
Dodge Ram Pickup 2296,2005,Mexico,Used,12491,+34.532307,-117.330534
Dodge Ram Pickup 2297,2005,Mexico,Used,9114,+34.476613,-117.376933
Dodge Ram Pickup 2298,2005,Mexico,Used,14112,+34.478128,-117.368556
Dodge Ram Pickup 2299,2005,Mexico,Used,2331,+34.477085,-117.360566
Dodge Ram Pickup 2300,2005,Mexico,Used,6569,+34.480227,-117.351428
Dodge Ram Pickup 2301,2005,Mexico,Used,20342,+34.480088,-117.344228
Dodge Ram Pickup 2302,2005,Mexico,Used,12506,+34.494263,-117.339946
Dodge Ram Pickup 2303,2005,Mexico,Used,5549,+34.488605,-117.35951
Dodge Ram Pickup 2304,2005,Mexico,Used,4342,+34.496692,-117.359568
Dodge Ram Pickup 2305,2005,Mexico,Used,17551,+34.510540,-117.308336
Dodge Ram Pickup 2306,2005,Mexico,Used,16865,+34.502970,-117.308574
Dodge Ram Pickup 2307,2005,Mexico,Used,2345,+34.505981,-117.317612
Dodge Ram Pickup 2308,2005,Mexico,Used,18736,+34.522962,-117.304393
Dodge Ram Pickup 2309,2005,Mexico,Used,16626,+34.507972,-117.297276
Dodge Ram Pickup 2310,2005,Mexico,Used,12335,+34.500130,-117.274113
Dodge Ram Pickup 2311,2005,Mexico,Used,3549,+34.489677,-117.272841
Dodge Ram Pickup 2312,2005,Mexico,Used,4957,+34.480319,-117.27325
Dodge Ram Pickup 2313,2005,Mexico,Used,12902,+34.485888,-117.260553
Dodge Ram Pickup 2314,2005,Mexico,Used,2498,+34.496665,-117.26253
Dodge Ram Pickup 2315,2005,Mexico,Used,17978,+34.450313,-117.38784
Dodge Ram Pickup 2316,2005,Mexico,Used,19527,+34.461870,-117.3748
Dodge Ram Pickup 2317,2005,Mexico,Used,9816,+34.449685,-117.345956
Dodge Ram Pickup 2318,2005,Mexico,Used,11508,+34.461760,-117.345491
Dodge Ram Pickup 2319,2005,Mexico,Used,7104,+34.467847,-117.326034
Dodge Ram Pickup 2320,2005,Mexico,Used,10964,+34.455911,-117.32749
Dodge Ram Pickup 2321,2005,Mexico,Used,6067,+34.461943,-117.307867
Dodge Ram Pickup 2322,2005,Mexico,Used,15825,+34.461538,-117.299025
Dodge Ram Pickup 2323,2005,Mexico,Used,7916,+34.464271,-117.28794
Dodge Ram Pickup 2324,2005,Mexico,Used,10907,+34.463135,-117.273653
Dodge Ram Pickup 2325,2005,Mexico,Used,20691,+34.462409,-117.2655
Dodge Ram Pickup 2326,2005,Mexico,Used,8767,+34.447725,-117.263744
Dodge Ram Pickup 2327,2005,Mexico,Used,7606,+34.427148,-117.250728
Dodge Ram Pickup 2328,2005,Mexico,Used,14340,+34.417628,-117.253153
Dodge Ram Pickup 2329,2005,Mexico,Used,12495,+34.432698,-117.271317
Dodge Ram Pickup 2330,2005,Mexico,Used,11443,+34.421769,-117.270993
Dodge Ram Pickup 2331,2005,Mexico,Used,14210,+34.442572,-117.306072
Dodge Ram Pickup 2332,2005,Mexico,Used,18174,+34.430948,-117.30602
Dodge Ram Pickup 2333,2005,Mexico,Used,16728,+34.425901,-117.307736
Dodge Ram Pickup 2334,2005,Mexico,Used,15111,+34.442262,-117.330609
Dodge Ram Pickup 2335,2005,Mexico,Used,8405,+34.434736,-117.322249
Dodge Ram Pickup 2336,2005,Mexico,Used,6567,+34.432700,-117.353002
Dodge Ram Pickup 2337,2005,Mexico,Used,20595,+34.440665,-117.34432
Dodge Ram Pickup 2338,2005,Mexico,Used,2592,+34.389975,-117.431921
Dodge Ram Pickup 2339,2005,Mexico,Used,9825,+34.408420,-117.371525
Dodge Ram Pickup 2340,2005,Mexico,Used,17075,+34.369504,-117.391061
Dodge Ram Pickup 2341,2005,Mexico,Used,13332,+34.416322,-117.352417
Dodge Ram Pickup 2342,2005,Mexico,Used,7969,+34.414348,-117.335973
Dodge Ram Pickup 2343,2005,Mexico,Used,9052,+34.411135,-117.322923
Dodge Ram Pickup 2344,2005,Mexico,Used,8058,+34.413155,-117.311642
Dodge Ram Pickup 2345,2005,Mexico,Used,8018,+34.393582,-117.318277
Dodge Ram Pickup 2346,2005,Mexico,Used,14562,+34.394423,-117.301927
Dodge Ram Pickup 2347,2005,Mexico,Used,18265,+34.407176,-117.297302
Dodge Ram Pickup 2348,2005,Mexico,Used,12711,+34.415021,-117.294973
Dodge Ram Pickup 2349,2005,Mexico,Used,16030,+34.390092,-117.269292
Dodge Ram Pickup 2350,2005,Mexico,Used,7056,+34.413184,-117.274756
Dodge Ram Pickup 2351,2005,Mexico,Used,3041,+34.401530,-117.27192
Dodge Ram Pickup 2352,2005,Mexico,Used,6538,+34.407250,-117.250776
Dodge Ram Pickup 2353,2005,Mexico,Used,11234,+34.396652,-117.254356
Dodge Ram Pickup 2354,2005,Mexico,Used,12522,+34.376606,-117.330647
